Location,Year,Month,AvgMaxTemp,AvgMinTemp,AvgPrecipitation
San Diego,2023,1,14.61290322580645,2.2419354838709675,10.28064516129032
Dallas,2023,1,11.845161290322578,-0.5451612903225806,11.158064516129032
Phoenix,2023,1,20.535483870967745,3.777419354838711,17.235483870967744
San Jose,2023,1,21.035483870967738,0.27096774193548384,18.39354838709677
San Antonio,2023,1,15.883870967741936,0.7290322580645159,18.35483870967742
Los Angeles,2023,1,14.77419354838709,2.196774193548387,9.654838709677417
New York,2023,1,20.11935483870968,5.6096774193548375,11.945161290322583
Philadelphia,2023,1,16.887096774193548,5.54516129032258,11.080645161290322
Houston,2023,1,21.36451612903226,-2.04516129032258,12.845161290322581
Chicago,2023,1,15.799999999999999,0.48064516129032303,16.858064516129033
San Diego,2023,2,23.99642857142857,9.189285714285715,13.657142857142855
San Jose,2023,2,15.842857142857145,-1.1321428571428573,12.821428571428571
Houston,2023,2,15.464285714285717,-2.0535714285714284,24.407142857142855
Chicago,2023,2,13.049999999999997,1.3678571428571427,20.178571428571427
Philadelphia,2023,2,11.282142857142855,-4.45714285714286,8.164285714285715
Dallas,2023,2,13.174999999999999,0.5107142857142859,17.164285714285715
Phoenix,2023,2,17.22857142857143,0.8607142857142858,15.392857142857144
San Antonio,2023,2,18.282142857142855,1.332142857142857,17.607142857142858
New York,2023,2,19.28571428571428,2.150000000000001,7.685714285714286
Los Angeles,2023,2,17.867857142857144,-0.03214285714285751,12.499999999999998
San Diego,2023,3,19.858064516129037,1.7935483870967746,16.38709677419355
Philadelphia,2023,3,24.848387096774196,7.25806451612903,13.419354838709676
Houston,2023,3,19.687096774193545,3.558064516129033,14.635483870967743
New York,2023,3,18.98709677419355,2.0096774193548392,14.041935483870967
Los Angeles,2023,3,20.958064516129035,-0.07096774193548339,14.345161290322581
San Jose,2023,3,12.64516129032258,-4.161290322580646,16.44516129032258
Phoenix,2023,3,16.677419354838708,1.116129032258064,17.42258064516129
Chicago,2023,3,14.106451612903227,-1.6838709677419355,17.716129032258067
San Antonio,2023,3,16.11935483870968,2.7967741935483867,18.587096774193547
Dallas,2023,3,17.906451612903226,-0.01935483870967752,17.229032258064514
Dallas,2023,4,19.459999999999997,4.029999999999999,7.883333333333334
San Jose,2023,4,13.209999999999999,-0.7633333333333331,22.650000000000002
New York,2023,4,9.589999999999998,-4.213333333333333,16.46
Phoenix,2023,4,19.15666666666667,1.2700000000000002,16.206666666666667
Los Angeles,2023,4,19.383333333333333,2.7399999999999998,8.553333333333335
San Antonio,2023,4,16.469999999999995,3.0166666666666657,11.080000000000002
San Diego,2023,4,15.936666666666666,2.15,12.933333333333334
Philadelphia,2023,4,18.630000000000003,-2.8333333333333335,14.496666666666666
Chicago,2023,4,17.436666666666667,2.3833333333333333,12.596666666666666
Houston,2023,4,17.689999999999998,2.27,20.353333333333335
San Diego,2023,5,20.932258064516123,6.0774193548387085,13.100000000000001
Houston,2023,5,16.44516129032258,-3.7838709677419353,18.28064516129032
New York,2023,5,14.516129032258062,-1.8322580645161293,13.267741935483869
Chicago,2023,5,18.164516129032254,2.3741935483870966,14.593548387096773
Los Angeles,2023,5,20.222580645161287,4.287096774193549,12.896774193548387
Phoenix,2023,5,16.90967741935484,0.7483870967741933,11.622580645161293
San Antonio,2023,5,17.629032258064516,-3.251612903225804,16.60967741935484
Dallas,2023,5,15.341935483870971,1.096774193548387,3.290322580645162
San Jose,2023,5,18.75483870967742,4.9709677419354845,11.56774193548387
Philadelphia,2023,5,17.04516129032258,1.3580645161290326,17.40967741935484
San Diego,2023,6,14.95,1.8300000000000003,14.203333333333331
San Jose,2023,6,16.48666666666666,1.9433333333333338,13.063333333333333
Phoenix,2023,6,16.93,3.6599999999999993,11.723333333333334
Los Angeles,2023,6,17.280000000000005,-1.1066666666666671,10.26
Dallas,2023,6,22.09000000000001,-0.1366666666666666,19.79666666666667
Philadelphia,2023,6,17.476666666666663,-1.0966666666666667,11.613333333333333
Houston,2023,6,15.97,-3.446666666666667,9.0
Chicago,2023,6,17.076666666666664,-0.1599999999999999,10.209999999999999
San Antonio,2023,6,21.466666666666665,5.856666666666668,19.819999999999997
New York,2023,6,17.49,4.366666666666666,10.46
San Antonio,2023,7,17.154838709677414,-1.067741935483871,17.661290322580644
San Diego,2023,7,20.02258064516129,1.1774193548387097,21.270967741935483
Houston,2023,7,14.945161290322579,-0.6419354838709674,11.935483870967742
Chicago,2023,7,16.86774193548387,0.18064516129032251,13.216129032258065
Los Angeles,2023,7,23.45806451612903,5.980645161290322,9.76774193548387
Philadelphia,2023,7,16.21290322580645,-1.0516129032258061,12.251612903225809
San Jose,2023,7,15.022580645161288,-1.1032258064516127,18.08387096774194
New York,2023,7,13.267741935483874,-1.8032258064516127,19.187096774193552
Phoenix,2023,7,16.938709677419357,2.5741935483870964,14.56774193548387
Dallas,2023,7,18.39354838709677,1.558064516129032,17.735483870967744
Los Angeles,2023,8,17.551612903225802,-0.435483870967742,22.290322580645164
Dallas,2023,8,16.299999999999997,-2.5935483870967735,14.683870967741937
Houston,2023,8,16.393548387096775,0.9354838709677415,10.33548387096774
San Antonio,2023,8,16.15806451612903,1.5580645161290319,20.167741935483868
Chicago,2023,8,19.409677419354836,1.6387096774193544,10.95806451612903
Philadelphia,2023,8,18.45806451612903,1.2967741935483872,17.08709677419355
San Jose,2023,8,19.932258064516127,2.8387096774193554,6.261290322580645
San Diego,2023,8,21.09032258064516,1.429032258064516,18.32258064516129
Phoenix,2023,8,12.97741935483871,-1.0354838709677414,9.703225806451611
New York,2023,8,23.100000000000005,5.006451612903226,9.529032258064515
Chicago,2023,9,15.883333333333331,0.9566666666666667,31.040000000000003
San Jose,2023,9,18.59666666666667,3.9499999999999997,20.133333333333333
San Diego,2023,9,17.983333333333334,-1.9400000000000004,17.01
Los Angeles,2023,9,18.113333333333337,4.103333333333333,10.46
Houston,2023,9,17.14666666666667,-1.5233333333333323,16.203333333333337
Dallas,2023,9,21.55,5.186666666666668,12.586666666666668
Phoenix,2023,9,13.25,-1.1566666666666667,17.566666666666666
Philadelphia,2023,9,18.693333333333335,2.6666666666666665,15.246666666666666
San Antonio,2023,9,17.51,3.063333333333333,19.160000000000004
New York,2023,9,19.21333333333333,0.903333333333333,18.380000000000003
Philadelphia,2023,10,15.658064516129029,1.6096774193548382,12.483870967741934
Houston,2023,10,17.56451612903226,1.0903225806451615,9.738709677419354
New York,2023,10,17.04193548387097,-2.9161290322580644,12.983870967741938
San Antonio,2023,10,15.416129032258068,1.8806451612903226,13.709677419354836
San Jose,2023,10,17.14516129032258,-1.1290322580645162,16.19677419354839
Dallas,2023,10,16.674193548387095,-1.7516129032258065,18.838709677419356
Phoenix,2023,10,17.17096774193548,1.448387096774193,13.077419354838707
Chicago,2023,10,15.438709677419356,2.8096774193548395,17.070967741935487
Los Angeles,2023,10,17.661290322580637,0.9548387096774188,10.64516129032258
San Diego,2023,10,20.880645161290317,4.970967741935483,27.85483870967742
Los Angeles,2023,11,13.486666666666663,-0.5566666666666668,19.94333333333333
Philadelphia,2023,11,12.763333333333328,-0.7333333333333331,14.903333333333334
New York,2023,11,13.113333333333337,-0.26999999999999985,18.71333333333333
Dallas,2023,11,16.443333333333328,0.46333333333333304,9.973333333333333
Houston,2023,11,16.456666666666667,1.5766666666666667,12.753333333333332
San Diego,2023,11,16.06,0.8333333333333335,11.793333333333333
Phoenix,2023,11,18.08,1.0566666666666669,18.44666666666667
Chicago,2023,11,24.476666666666667,8.07333333333333,17.9
San Antonio,2023,11,17.279999999999994,1.8966666666666667,11.713333333333335
San Jose,2023,11,19.06,4.256666666666667,24.970000000000006
San Jose,2023,12,17.912903225806446,2.406451612903225,8.85483870967742
New York,2023,12,15.551612903225806,0.9290322580645161,10.509677419354839
Chicago,2023,12,18.016129032258064,0.6419354838709678,17.193548387096776
Philadelphia,2023,12,15.412903225806454,-0.3612903225806454,19.629032258064516
Phoenix,2023,12,17.567741935483873,-0.048387096774193776,16.27741935483871
Dallas,2023,12,16.683870967741935,0.32580645161290356,21.635483870967743
San Antonio,2023,12,16.04193548387097,0.967741935483871,17.970967741935485
San Diego,2023,12,16.454838709677418,5.232258064516127,10.480645161290322
Los Angeles,2023,12,15.183870967741937,-1.248387096774194,10.206451612903225
Houston,2023,12,18.19677419354839,3.835483870967743,10.461290322580645
